"geolocation_zip_code_prefix","geolocation_lat","geolocation_lng","geolocation_city","geolocation_state"
"01022",-23.544342985284814,-46.63276503289281,sao paulo,SP
"01017",-23.54981334999131,-46.63035027254893,são paulo,SP
"01047",-23.54599881709849,-46.640834743407,sao paulo,SP
"01031",-23.542520789115148,-46.63533516134283,sao paulo,SP
"01036",-23.54045127670386,-46.64357021994927,sao paulo,SP
"01011",-23.547639550320632,-46.63603162315495,sao paulo,SP
"01035",-23.540983825979165,-46.64256855760085,sao paulo,SP
"01028",-23.536477749379618,-46.631128924231035,são paulo,SP
"01047",-23.545423791563266,-46.64006418512321,sao paulo,SP
"01042",-23.54394221638233,-46.641445640134,sao paulo,SP
"01013",-23.546420999999995,-46.63436151110851,sao paulo,SP
"01009",-23.548942362228352,-46.6375916208613,sao paulo,SP
"01036",-23.545253630301843,-46.63506710046745,sao paulo,SP
"01012",-23.54771240022503,-46.63471152068777,sao paulo,SP
"01033",-23.54032130474925,-46.636394815973325,sao paulo,SP
"01025",-23.540797121011007,-46.633270394540894,sao paulo,SP
"01038",-23.544340113797652,-46.640552186508195,sao paulo,SP
"01007",-23.550392524842728,-46.637301640717844,sao paulo,SP
"01016",-23.549310387183297,-46.631221040798664,sao paulo,SP
"01048",-23.54718811601936,-46.639588390501515,sao paulo,SP
"01009",-23.546340513734233,-46.636238503202634,sao paulo,SP
"01014",-23.546940580846673,-46.633311921420805,são paulo,SP
"01018",-23.55184617707312,-46.63375643672454,sao paulo,SP
"01034",-23.542641901465785,-46.63780794142772,sao paulo,SP
"01026",-23.539425401610018,-46.63342428573489,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01034",-23.543308492339513,-46.63846917609737,sao paulo,SP
"01020",-23.552549496537548,-46.63163152553523,sao paulo,SP
"01035",-23.54098377450212,-46.642568531063326,sao paulo,SP
"01049",-23.54867968581569,-46.640508851520515,sao paulo,SP
"01027",-23.53778976963473,-46.63043882598531,são paulo,SP
"01050",-23.549844542039416,-46.645819758122194,sao paulo,SP
"01014",-23.544762310867448,-46.63395824386142,são paulo,SP
"01046",-23.54639669248079,-46.643059340556235,são paulo,SP
"01023",-23.543772401610013,-46.63106186900564,sao paulo,SP
"01019",-23.551626457123863,-46.63041168457495,sao paulo,SP
"01008",-23.5452611626464,-46.63554571412088,sao paulo,SP
"01040",-23.540111706359262,-46.63701681043339,sao paulo,SP
"01030",-23.53652807216227,-46.633023105459124,são paulo,SP
"01031",-23.541997726613936,-46.63482435968365,sao paulo,SP
"01019",-23.552391091032398,-46.62960278559065,sao paulo,SP
"01042",-23.54488036525475,-46.64038839439666,sao paulo,SP
"01023",-23.541866885913883,-46.631416656818026,sao paulo,SP
"01048",-23.547052131282804,-46.639477959749584,sao paulo,SP
"01050",-23.54874766250217,-46.64239136704376,sao paulo,SP
"01022",-23.547794628585642,-46.63023791550086,sao paulo,SP
"01023",-23.541081532632955,-46.63084531784219,sao paulo,SP
"01033",-23.536859249235395,-46.635793333342896,sao paulo,SP
"01017",-23.549048769634727,-46.63111414126611,sao paulo,SP
"01035",-23.54043969776091,-46.64371578005073,sao paulo,SP
"01028",-23.53656677491485,-46.63079936594723,sao paulo,SP
"01050",-23.548723167349607,-46.64160299584504,sao paulo,SP
"01035",-23.543108129897817,-46.63895040605342,sao paulo,SP
"01005",-23.549780031197233,-46.63535898865553,sao paulo,SP
"01015",-23.546568342489486,-46.63253304968545,sao paulo,SP
"01035",-23.540442866684945,-46.64379338894981,sao paulo,SP
"01020",-23.552495528997667,-46.632059999999996,sao paulo,SP
"01011",-23.547639550320632,-46.63603162315495,sao paulo,SP
"01048",-23.546717843181977,-46.639356584107475,sao paulo,SP
"01035",-23.540983825979165,-46.64256855760085,sao paulo,SP
"01047",-23.54561984263372,-46.640326243407,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01035",-23.540983825979165,-46.64256855760085,sao paulo,SP
"01049",-23.54530659310986,-46.636994571065735,sao paulo,SP
"01050",-23.548755593946588,-46.642789203733535,sao paulo,SP
"01027",-23.53759400138498,-46.63035901485941,sao paulo,SP
"01034",-23.542995562878023,-46.63757566934563,sao paulo,SP
"01027",-23.538609367187988,-46.62956254731953,sao paulo,SP
"01049",-23.547757368861436,-46.64024304302038,sao paulo,SP
"01044",-23.545698024698503,-46.64135941020835,sao paulo,SP
"01033",-23.54077242862274,-46.63658627751788,são paulo,SP
"01001",-23.549779299469115,-46.6339571183853,sao paulo,SP
"01046",-23.545731279214017,-46.64319919124003,são paulo,SP
"01014",-23.54533828642738,-46.63358224756194,sao paulo,SP
"01047",-23.545435222863446,-46.64016774216627,sao paulo,SP
"01017",-23.548851827918533,-46.63120714847948,sao paulo,SP
"01042",-23.54504537246811,-46.640187927145234,sao paulo,SP
"01017",-23.55001091199737,-46.63116636914989,sao paulo,SP
"01026",-23.539425401610018,-46.63342428573489,sao paulo,SP
"01041",-23.54349553981771,-46.640523678313876,sao paulo,SP
"01020",-23.552533361648077,-46.62960898251487,sao paulo,SP
"01047",-23.546273112412678,-46.64122516971552,sao paulo,SP
"01030",-23.54203523397196,-46.63296206411218,sao paulo,SP
"01050",-23.549773516504185,-46.64559900666509,sao paulo,SP
"01009",-23.54693540437998,-46.63658792659698,sao paulo,SP
"01020",-23.552482452132203,-46.62938955675458,sao paulo,SP
"01025",-23.540410813203355,-46.631264935195325,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,são paulo,SP
"01048",-23.547052131282804,-46.639477959749584,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,são paulo,SP
"01048",-23.54630356036128,-46.639095552743875,sao paulo,SP
"01032",-23.54020740605342,-46.635303814588326,são paulo,SP
"01014",-23.544631844566954,-46.63393720301238,sao paulo,SP
"01010",-23.545657005828375,-46.63457024562871,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01013",-23.547370871775623,-46.63423875382303,sao paulo,SP
"01047",-23.546444292515563,-46.6416031999826,sao paulo,SP
"01014",-23.544631844566954,-46.63393720301238,sao paulo,SP
"01021",-23.53882519900166,-46.63201103996194,sao paulo,SP
"01043",-23.546844062727214,-46.640628455594644,são paulo,SP
"01050",-23.548470601708207,-46.64047556564139,sao paulo,SP
"01005",-23.549780031197233,-46.63535898865553,são paulo,SP
"01026",-23.539439503750902,-46.63306386663973,são paulo,SP
"01028",-23.536027749379617,-46.632878533585306,sao paulo,SP
"01037",-23.54634440022503,-46.639959218564265,sao paulo,SP
"01036",-23.542828083530566,-46.63939930668248,sao paulo,SP
"01017",-23.54968991921072,-46.63051281086609,sao paulo,SP
"01020",-23.552482452132203,-46.62938955675458,sao paulo,SP
"01047",-23.545423791563266,-46.64006418512321,sao paulo,SP
"01014",-23.544899811818368,-46.63375772133423,são paulo,SP
"01033",-23.540159399936574,-46.63548454731953,sao paulo,SP
"01020",-23.552533361648077,-46.62960898251487,sao paulo,SP
"01020",-23.552495528997667,-46.632059999999996,sao paulo,SP
"01036",-23.540272502625726,-46.64390844295695,sao paulo,SP
"01031",-23.54162040605342,-46.63581283291019,sao paulo,SP
"01014",-23.544899811818368,-46.63375772133423,sao paulo,SP
"01032",-23.53880345850885,-46.63483247209884,sao paulo,SP
"01016",-23.548486266588963,-46.63319341888743,sao paulo,SP
"01009",-23.54569153926945,-46.635866061486446,são paulo,SP
"01044",-23.544689343874467,-46.6422237403486,sao paulo,SP
"01012",-23.547677711062462,-46.635147429366945,sao paulo,SP
"01040",-23.539898074383967,-46.6366870320561,sao paulo,SP
"01020",-23.551854317790983,-46.62920011656761,são paulo,SP
"01036",-23.541550031075143,-46.64154926949048,sao paulo,SP
"01045",-23.542482773295564,-46.64293042576988,são paulo,SP
"01050",-23.55073674632121,-46.64337116570483,sao paulo,SP
"01008",-23.546146499999995,-46.6356105,sao paulo,SP
"01017",-23.54981334999131,-46.63035027254893,sao paulo,SP
"01033",-23.540035348866123,-46.63590402178432,sao paulo,SP
"01042",-23.54488036525475,-46.64038839439666,sao paulo,SP
"01046",-23.545731279214017,-46.64319919124003,sao paulo,SP
"01025",-23.54065213572619,-46.63243878059899,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,são paulo,SP
"01045",-23.54275397723474,-46.641482026083494,sao paulo,SP
"01001",-23.54929199999999,-46.633559478233785,sao paulo,SP
"01016",-23.549283671100515,-46.631484900917506,sao paulo,SP
"01033",-23.539147179866543,-46.635832364623674,sao paulo,SP
"01017",-23.54981334999131,-46.63035027254893,sao paulo,SP
"01034",-23.541967016100166,-46.63707836441802,sao paulo,SP
"01002",-23.54464133666111,-46.633179792399986,são paulo,SP
"01041",-23.544638172081456,-46.639200813491804,sao paulo,SP
"01050",-23.549009406053422,-46.642812281839745,são paulo,SP
"01048",-23.546717843181977,-46.639356584107475,sao paulo,SP
"01045",-23.542925000621707,-46.643423947383695,sao paulo,SP
"01048",-23.547448918662464,-46.64016924063704,sao paulo,SP
"01004",-23.550698567026377,-46.63537055343637,sao paulo,SP
"01025",-23.54044583873858,-46.631557435195326,sao paulo,SP
"01033",-23.53784352899767,-46.63670327699231,sao paulo,SP
"01021",-23.544184662502165,-46.63264375243805,sao paulo,SP
"01047",-23.545561222863455,-46.640338742166264,sao paulo,SP
"01050",-23.548723167349607,-46.64160299584504,sao paulo,SP
"01019",-23.55201590896761,-46.63093168887411,sao paulo,SP
"01032",-23.536266443597523,-46.63404602656908,sao paulo,SP
"01020",-23.552533361648077,-46.62960898251487,sao paulo,SP
"01021",-23.539930658895486,-46.63212395282469,sao paulo,SP
"01030",-23.540921999999995,-46.63279105438866,sao paulo,SP
"01020",-23.552549496537548,-46.63163152553523,sao paulo,SP
"01020",-23.552482452132203,-46.62938955675458,sao paulo,SP
"01014",-23.54552706633389,-46.63355215652955,sao paulo,SP
"01003",-23.549043478215687,-46.63513311226845,sao paulo,SP
"01026",-23.539439503750902,-46.63306386663973,sao paulo,SP
"01036",-23.541700023861782,-46.64131782056096,sao paulo,SP
"01007",-23.550096635581966,-46.637934794477474,são paulo,SP
"01046",-23.545368575913177,-46.64318283002467,sao paulo,SP
"01047",-23.545423791563266,-46.64006418512321,sao paulo,SP
"01008",-23.546779269883647,-46.63639001810305,sao paulo,SP
"01005",-23.54976291539134,-46.63610028661863,sao paulo,SP
"01045",-23.542482773295564,-46.64293042576988,são paulo,SP
"01033",-23.536810801835053,-46.63572116276196,sao paulo,SP
"01010",-23.547806958346342,-46.63612181853806,sao paulo,SP
"01009",-23.54693540437998,-46.63658792659698,sao paulo,SP
"01050",-23.548722622251763,-46.64376241424774,sao paulo,SP
"01013",-23.546923208436723,-46.6342636964915,sao paulo,SP
"01050",-23.549107326677785,-46.644104604074144,são paulo,SP
"01021",-23.548209956979633,-46.630704085896504,sao paulo,SP
"01017",-23.549399371083133,-46.63101768096826,sao paulo,SP
"01045",-23.542482773295564,-46.64293042576988,são paulo,SP
"01050",-23.54985418067981,-46.643139396906825,são paulo,SP
"01034",-23.542995562878023,-46.63757566934563,sao paulo,SP
"01031",-23.543034925067772,-46.63494607770218,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01035",-23.543108129897817,-46.63895040605342,sao paulo,SP
"01048",-23.5475199441977,-46.6405653244561,sao paulo,SP
"01041",-23.544084835131898,-46.63978569372155,sao paulo,SP
"01047",-23.546444292515563,-46.6416031999826,são paulo,SP
"01050",-23.5489498215419,-46.64192751526344,sao paulo,SP
"01039",-23.54002855952455,-46.63728576187311,sao paulo,SP
"01050",-23.548693672773947,-46.6426861187893,sao paulo,SP
"01039",-23.54365254441403,-46.641785325205255,sao paulo,SP
"01025",-23.540392813203358,-46.631224435195314,sao paulo,SP
"01005",-23.549819091869107,-46.63560588995324,sao paulo,SP
"01050",-23.549433308067456,-46.64461567513988,sao paulo,SP
"01049",-23.547792310577627,-46.6405883119626,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01013",-23.546923208436723,-46.6342636964915,sao paulo,SP
"01045",-23.542487362746506,-46.64293486717402,sao paulo,SP
"01035",-23.540983825979165,-46.64256855760085,sao paulo,SP
"01047",-23.546444292515563,-46.6416031999826,sao paulo,SP
"01046",-23.54639669248079,-46.643059340556235,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01050",-23.548755593946588,-46.642789203733535,sao paulo,SP
"01034",-23.541967016100166,-46.63707836441802,sao paulo,SP
"01043",-23.545781968088136,-46.641376633648726,são paulo,SP
"01003",-23.548900652778652,-46.63715701234924,sao paulo,SP
"01028",-23.534879478157738,-46.639559272120486,sao paulo,SP
"01009",-23.54534853344108,-46.635664756044726,sao paulo,SP
"01047",-23.546273112412678,-46.64122516971552,sao paulo,SP
"01045",-23.541593762969626,-46.64189378810082,sao paulo,SP
"01014",-23.546497861503838,-46.633401524554266,sao paulo,SP
"01050",-23.54985418067981,-46.643139396906825,sao paulo,SP
"01050",-23.548470601708207,-46.64047556564139,sao paulo,SP
"01050",-23.5494055434244,-46.64338206272719,sao paulo,SP
"01026",-23.539317130157613,-46.6325840276127,sao paulo,SP
"01046",-23.546594577298162,-46.64303356647811,são paulo,SP
"01048",-23.547634911449112,-46.641159240637045,sao paulo,SP
"01050",-23.549847516244395,-46.64562246058632,sao paulo,SP
"01002",-23.548551065785627,-46.63507239078997,sao paulo,SP
"01045",-23.54275397723474,-46.641482026083494,sao paulo,SP
"01032",-23.54159273604942,-46.63525058950317,sao paulo,SP
"01017",-23.55015993031922,-46.63146540189848,sao paulo,SP
"01044",-23.547276880373964,-46.6399237790698,sao paulo,SP
"01045",-23.541794423538555,-46.64277789439665,sao paulo,SP
"01014",-23.54552706633389,-46.63355215652955,sao paulo,SP
"01036",-23.540272502625726,-46.64390844295695,sao paulo,SP
"01005",-23.54961248124544,-46.63653202553522,sao paulo,SP
"01035",-23.540983825979165,-46.64256855760085,sao paulo,SP
"01048",-23.546717843181977,-46.639356584107475,sao paulo,SP
"01015",-23.54797349999999,-46.6334685,sao paulo,SP
"01050",-23.549107326677785,-46.644104604074144,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,são paulo,SP
"01049",-23.547757368861436,-46.64035090161002,sao paulo,SP
"01020",-23.551192393559933,-46.62828994310116,sao paulo,SP
"01037",-23.545187340816042,-46.63785524104107,sao paulo,SP
"01033",-23.536156075768947,-46.63565005635056,sao paulo,SP
"01030",-23.53818524562871,-46.6329410471753,sao paulo,SP
"01004",-23.549534948092827,-46.63430666833054,sao paulo,SP
"01037",-23.54519873979251,-46.63791575103784,sao paulo,SP
"01009",-23.549074826533555,-46.63756198557327,sao paulo,SP
"01001",-23.549951273933896,-46.63402708563671,são paulo,SP
"01048",-23.54718811601936,-46.639588390501515,sao paulo,SP
"01035",-23.540983825979165,-46.64256855760085,sao paulo,SP
"01031",-23.541997726613936,-46.63482435968365,sao paulo,SP
"01050",-23.54985418067981,-46.643139396906825,são paulo,SP
"01046",-23.545731279214017,-46.64319919124003,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,sao paulo,SP
"01046",-23.546817419095163,-46.64537999999999,sao paulo,SP
"01024",-23.54186295323959,-46.630035294315356,sao paulo,SP
"01036",-23.541774190746672,-46.64113409905169,sao paulo,SP
"01046",-23.54639669248079,-46.643059340556235,sao paulo,SP
"01014",-23.546245945322866,-46.63344449180569,são paulo,SP
"01031",-23.544207,-46.63628100000001,são paulo,SP
"01044",-23.544475407986656,-46.64244051581169,sao paulo,SP
"01009",-23.548942362228352,-46.6375916208613,sao paulo,SP
"01008",-23.547951597005003,-46.637054895637405,sao paulo,SP
"01046",-23.545368575913177,-46.64318283002467,sao paulo,SP
"01042",-23.544739372468115,-46.640588427145246,são paulo,SP
"01032",-23.540742303912527,-46.635570638640374,sao paulo,SP
"01032",-23.537649709129216,-46.63454060450681,sao paulo,SP
"01036",-23.542828083530566,-46.63939930668248,sao paulo,SP
"01046",-23.545256573691482,-46.642718634341215,sao paulo,SP
"01046",-23.545368575913177,-46.64318283002467,sao paulo,SP
"01021",-23.54832793144441,-46.63064558589651,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01014",-23.546453343326203,-46.63394723397195,sao paulo,SP
"01039",-23.541883009983316,-46.63991946670314,sao paulo,SP
"01024",-23.54124104676041,-46.62989970568464,sao paulo,SP
"01013",-23.547325128224376,-46.63418378613892,são paulo,SP
"01020",-23.55223547100232,-46.6284406588955,sao paulo,SP
"01016",-23.548495128772636,-46.633490627676125,sao paulo,SP
"01017",-23.549533396618347,-46.6309482320387,sao paulo,SP
"01010",-23.545657005828375,-46.63457024562871,sao paulo,SP
"01001",-23.54929199999999,-46.633559478233785,sao paulo,SP
"01032",-23.538046096860775,-46.63465884583635,sao paulo,SP
"01039",-23.540549165964627,-46.63807798196659,sao paulo,SP
"01046",-23.545317917306143,-46.64397479626647,sao paulo,SP
"01026",-23.53984025062037,-46.6302639919499,sao paulo,SP
"01043",-23.545519993623355,-46.64155460090015,sao paulo,SP
"01044",-23.54669818789317,-46.64068909380236,sao paulo,SP
"01008",-23.547951597005003,-46.637054895637405,sao paulo,SP
"01050",-23.54985418067981,-46.643139396906825,sao paulo,SP
"01014",-23.546453343326203,-46.63394723397195,são paulo,SP
"01020",-23.552482452132203,-46.62938955675458,sao paulo,SP
"01035",-23.540983825979165,-46.64256855760085,sao paulo,SP
"01025",-23.54120589231918,-46.63380609463906,são paulo,SP
"01039",-23.5417538351319,-46.63976074078128,sao paulo,SP
"01050",-23.548722622251763,-46.64376241424774,sao paulo,SP
"01013",-23.547686322234377,-46.6341397692307,sao paulo,SP
"01005",-23.54947149598929,-46.637403877748234,sao paulo,SP
"01048",-23.54754791866247,-46.640686824456075,sao paulo,SP
"01004",-23.550698567026377,-46.63537055343637,sao paulo,SP
"01014",-23.544899811818368,-46.63375772133423,são paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01007",-23.550096635581966,-46.637934794477474,sao paulo,SP
"01009",-23.54569153926945,-46.635866061486446,sao paulo,SP
"01028",-23.536027749379617,-46.632878533585306,sao paulo,SP
"01045",-23.541593762969626,-46.64189378810082,sao paulo,SP
"01032",-23.540774688874112,-46.63551484303775,sao paulo,SP
"01031",-23.541997726613936,-46.63482435968365,sao paulo,SP
"01017",-23.54981334999131,-46.63035027254893,sao paulo,SP
"01046",-23.545731279214017,-46.64319919124003,sao paulo,SP
"01014",-23.54533828642738,-46.63358224756194,são paulo,SP
"01046",-23.545570662502175,-46.643070783224715,sao paulo,SP
"01023",-23.54357074493623,-46.6320114590571,são paulo,SP
"01050",-23.54857284791384,-46.64350528183976,sao paulo,SP
"01047",-23.54561984263372,-46.640326243407,são paulo,SP
"01014",-23.54631891978764,-46.63343055730286,sao paulo,SP
"01047",-23.546774768769353,-46.64251431141433,sao paulo,SP
"01034",-23.541956005539916,-46.63716661394188,sao paulo,SP
"01042",-23.54472059810152,-46.640515568959614,sao paulo,SP
"01017",-23.5492954052167,-46.63207469510652,sao paulo,SP
"01047",-23.54577819732822,-46.64064024216627,sao paulo,SP
"01036",-23.540272502625726,-46.64390844295695,sao paulo,SP
"01014",-23.544631844566954,-46.63393720301238,sao paulo,SP
"01047",-23.545435222863446,-46.64016774216627,sao paulo,SP
"01010",-23.547806958346342,-46.63612181853806,sao paulo,SP
"01046",-23.545731279214017,-46.64319919124003,sao paulo,SP
"01031",-23.54283887399732,-46.63483409602405,sao paulo,SP
"01050",-23.54985418067981,-46.643139396906825,sao paulo,SP
"01025",-23.539920936547933,-46.628347928793204,sao paulo,SP
"01046",-23.545165891770928,-46.643785796266464,sao paulo,SP
"01040",-23.544527209169786,-46.64301869646116,sao paulo,SP
"01020",-23.55254746378896,-46.63015102553521,sao paulo,SP
"01001",-23.54929199999999,-46.633559478233785,sao paulo,SP
"01014",-23.54533828642738,-46.63358224756194,sao paulo,SP
"01046",-23.547190641410353,-46.64292284776962,sao paulo,SP
"01036",-23.540272502625726,-46.64390844295695,sao paulo,SP
"01046",-23.545158119337575,-46.64387963434121,sao paulo,SP
"01036",-23.540272502625726,-46.64390844295695,sao paulo,SP
"01028",-23.53624171663104,-46.6320595335853,sao paulo,SP
"01032",-23.541381136274456,-46.63552281556929,sao paulo,SP
"01039",-23.5417538351319,-46.63976074078128,sao paulo,SP
"01045",-23.543438228691826,-46.64406077644404,sao paulo,SP
"01024",-23.540674513060427,-46.62966044625749,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,sao paulo,SP
"01045",-23.542303065497162,-46.64280268887412,sao paulo,SP
"01004",-23.549530033585306,-46.63462833166943,sao paulo,SP
"01044",-23.545698024698503,-46.64135941020835,sao paulo,SP
"01046",-23.545292448237063,-46.64313044073523,sao paulo,SP
"01017",-23.548747379681476,-46.632222676784664,sao paulo,SP
"01048",-23.54754791866247,-46.640686824456075,sao paulo,SP
"01009",-23.54693540437998,-46.63658792659698,sao paulo,SP
"01009",-23.54569153926945,-46.635866061486446,sao paulo,SP
"01049",-23.547757368861436,-46.64035090161002,sao paulo,SP
"01020",-23.552533361648077,-46.62960898251487,sao paulo,SP
"01046",-23.545368575913177,-46.64318283002467,sao paulo,SP
"01155",-23.528788082434055,-46.664404203300826,sao paulo,SP
"01122",-23.531280767701485,-46.637260391482464,são paulo,SP
"01150",-23.532255303364266,-46.662756071469765,sao paulo,SP
"01123",-23.529307180131543,-46.63490526351788,sao paulo,SP
"01123",-23.530716261728877,-46.637927727999354,sao paulo,SP
"01139",-23.52076037607479,-46.661384138207694,sao paulo,SP
"01153",-23.528118698857437,-46.65645154579032,são paulo,SP
"01104",-23.535218462115523,-46.62461223313523,sao paulo,SP
"01136",-23.52350959838998,-46.666944167638064,são paulo,SP
"01153",-23.528107581741555,-46.65394803649948,são paulo,SP
"01130",-23.526638234808676,-46.64380970358929,sao paulo,SP
"01153",-23.528118698857437,-46.65645154579032,sao paulo,SP
"01103",-23.53538864556528,-46.631747708436734,são paulo,SP
"01156",-23.5298272739339,-46.66466605744709,são paulo,SP
"01122",-23.529452951151256,-46.64069624923539,sao paulo,SP
"01155",-23.530998048848744,-46.66242857729815,sao paulo,SP
"01151",-23.527788191788307,-46.66030962184773,sao paulo,SP
"01153",-23.528107581741555,-46.65394803649948,sao paulo,SP
"01153",-23.528107581741555,-46.65394803649948,sao paulo,SP
"01140",-23.517930174303164,-46.66742959008009,sao paulo,SP
"01120",-23.530760486265766,-46.639216010416,sao paulo,SP
"01156",-23.531495310835297,-46.66274838217697,sao paulo,SP
"01156",-23.526950618068167,-46.66982314695028,são paulo,SP
"01153",-23.528107581741555,-46.65394803649948,sao paulo,SP
"01106",-23.532496356079495,-46.62640566388715,sao paulo,SP
"01122",-23.531952971406355,-46.64002553482605,sao paulo,SP
"01124",-23.527367392723217,-46.631883489035715,sao paulo,SP
"01151",-23.531421059668784,-46.65626204287612,sao paulo,SP
"01131",-23.52164183207347,-46.64747554830047,sao paulo,SP
"01121",-23.524588477378973,-46.634392141554585,sao paulo,SP
"01130",-23.526638234808676,-46.64380970358929,sao paulo,SP
"01141",-23.52011919677996,-46.66584000098096,são paulo,SP
"01125",-23.529050497085805,-46.63889432139766,sao paulo,SP
"01102",-23.52261021648681,-46.62942387523806,são paulo,SP
"01127",-23.527735040250406,-46.64480016028046,sao paulo,SP
"01106",-23.531867968088136,-46.62903002775692,sao paulo,SP
"01103",-23.535408394396647,-46.63205279156327,sao paulo,SP
"01141",-23.522751156269763,-46.670746148219685,sao paulo,SP
"01155",-23.52899269085843,-46.66291915185066,são paulo,SP
"01137",-23.519572742714516,-46.654271565497176,são paulo,SP
"01140",-23.516362261976756,-46.66810176204384,sao paulo,SP
"01125",-23.524790602570878,-46.641132785816744,sao paulo,SP
"01130",-23.52463123480867,-46.6448976453055,sao paulo,SP
"01141",-23.52011919677996,-46.66584000098096,sao paulo,SP
"01131",-23.529158318627697,-46.64134706148645,sao paulo,SP
"01135",-23.521221031363606,-46.65296293450282,sao paulo,SP
"01153",-23.532383052672103,-46.65187064777848,são paulo,SP
"01138",-23.5188254074384,-46.655623598245754,sao paulo,SP
"01153",-23.532383052672103,-46.65187064777848,sao paulo,SP
"01122",-23.53145824340702,-46.63635618512319,sao paulo,SP
"01102",-23.531764819320195,-46.6321551397369,sao paulo,SP
"01128",-23.52296856571061,-46.64174928255676,sao paulo,SP
"01109",-23.525355372756565,-46.62754223036526,sao paulo,SP
"01153",-23.528107581741555,-46.65394803649948,sao paulo,SP
"01128",-23.525548617260107,-46.64728200152921,sao paulo,SP
"01103",-23.535453394396647,-46.63170629156326,sao paulo,SP
"01123",-23.529671716631043,-46.63543928504239,são paulo,SP
"01153",-23.528573308355927,-46.656032961423016,sao paulo,SP
"01132",-23.51929180460501,-46.64980089647412,sao paulo,SP
"01137",-23.523144766840574,-46.65166009603059,sao paulo,SP
"01108",-23.52375957536492,-46.6324154521322,sao paulo,SP
"01136",-23.524503527612687,-46.659004486121546,sao paulo,SP
"01107",-23.522004902014046,-46.63397365860703,sao paulo,SP
"01141",-23.51929169969415,-46.66571964308378,sao paulo,SP
"01121",-23.527838870938897,-46.6354222692307,sao paulo,SP
"01135",-23.52677153944895,-46.65216092610854,são paulo,SP
"01138",-23.52503669608748,-46.65541993450284,sao paulo,SP
"01125",-23.52736901610016,-46.63980885290549,sao paulo,SP
"01151",-23.531294001384985,-46.656404093946584,sao paulo,SP
"01131",-23.522153615875126,-46.64512644962205,são paulo,SP
"01151",-23.53333440244673,-46.654073790178295,sao paulo,SP
"01125",-23.529050497085805,-46.63889432139766,sao paulo,SP
"01122",-23.530217730509502,-46.64114932835121,sao paulo,SP
"01103",-23.535453394396647,-46.63170629156326,sao paulo,SP
"01154",-23.53158118373822,-46.66174681473255,sao paulo,SP
"01151",-23.532469396618357,-46.65648682737028,sao paulo,SP
"01131",-23.52225240495689,-46.64867242907848,sao paulo,SP
"01121",-23.529147045242066,-46.635775690807364,são paulo,SP
"01132",-23.526638737722866,-46.64690528449413,sao paulo,SP
"01156",-23.530860398003338,-46.663429368861436,sao paulo,SP
"01141",-23.51929169969415,-46.66571964308378,sao paulo,SP
"01106",-23.531062064948905,-46.629505278925556,sao paulo,SP
"01127",-23.522527476282445,-46.637587948381295,sao paulo,SP
"01120",-23.528529293092483,-46.64044662698363,sao paulo,SP
"01135",-23.527010132293896,-46.65033378992916,sao paulo,SP
"01138",-23.52503669608748,-46.65541993450284,sao paulo,SP
"01151",-23.532469396618357,-46.65648682737028,sao paulo,SP
"01102",-23.53298962614691,-46.632554497634075,sao paulo,SP
"01154",-23.530607486814027,-46.66130709714924,sao paulo,SP
"01151",-23.533271539269457,-46.65410023535694,sao paulo,SP
"01141",-23.51929169969415,-46.66571964308378,sao paulo,SP
"01154",-23.531497454808292,-46.66166922535918,sao paulo,SP
"01120",-23.528414466868266,-46.6405507852931,sao paulo,SP
"01153",-23.528899184286484,-46.653736572999,sao paulo,SP
"01104",-23.53461921233187,-46.63220615820298,sao paulo,SP
"01141",-23.51803838412488,-46.66548088245144,são paulo,SP
"01125",-23.52918357951986,-46.63891121524606,sao paulo,SP
"01132",-23.520831832073483,-46.64889304830047,sao paulo,SP
"01139",-23.520169372468118,-46.66149387621901,sao paulo,SP
"01127",-23.52611912738766,-46.64542272606609,sao paulo,SP
"01104",-23.534504696635736,-46.63264703788448,sao paulo,SP
"01141",-23.52011919677996,-46.66584000098096,sao paulo,SP
"01121",-23.52535147654224,-46.63352556994056,são paulo,SP
"01136",-23.52578552928613,-46.65455044463039,sao paulo,SP
"01151",-23.530786082434055,-46.65703926395059,sao paulo,SP
